sale_date,product_id,region_id,customer_id,quantity,amount,cost
2025-12-22,P002,R002,C012,67,5695.0,3704.98
2025-12-22,P002,R002,C008,44,3740.0,2360.07
2025-12-22,P002,R002,C006,37,3145.0,1889.55
2025-12-22,P002,R003,C003,54,4590.0,2730.01
2025-12-22,P002,R003,C009,123,10455.0,6868.23
2025-12-22,P002,R004,C004,51,4335.0,2820.81
2025-12-22,P002,R004,C010,43,3655.0,2404.16
2025-12-22,P003,R001,C011,9,5580.0,3819.32
2025-12-22,P003,R001,C007,7,4340.0,3133.72
2025-12-22,P003,R001,C005,5,3100.0,2193.3
2025-12-22,P003,R001,C001,14,8680.0,6357.02
2025-12-22,P003,R002,C012,7,4340.0,2885.11
2025-12-22,P003,R002,C008,5,3100.0,2125.11
2025-12-22,P003,R002,C006,2,1240.0,829.9
2025-12-22,P003,R002,C002,5,3100.0,2130.99
2025-12-22,P003,R003,C009,10,6200.0,4226.75
2025-12-22,P003,R003,C003,7,4340.0,3110.33
2025-12-22,P003,R004,C004,3,1860.0,1354.17
2025-12-22,P003,R004,C010,3,1860.0,1255.86
2025-12-22,P004,R001,C005,10,2400.0,1557.86
2025-12-22,P004,R001,C001,44,10560.0,6631.76
2025-12-22,P004,R001,C011,30,7200.0,4429.95
2025-12-22,P004,R002,C008,6,1440.0,934.68
2025-12-22,P004,R002,C012,19,4560.0,3031.24
2025-12-22,P004,R002,C002,19,4560.0,2787.88
2025-12-22,P004,R002,C006,6,1440.0,956.66
2025-12-22,P004,R003,C003,19,4560.0,3007.99
2025-12-22,P004,R003,C009,26,6240.0,4270.55
2025-12-22,P004,R004,C010,11,2640.0,1799.12
2025-12-22,P004,R004,C004,12,2880.0,1882.27
2025-12-22,P005,R001,C001,207,9315.0,5278.78
2025-12-22,P005,R001,C005,80,3600.0,2119.53
2025-12-22,P005,R002,C006,30,1350.0,802.93
2025-12-22,P005,R002,C002,63,2835.0,1743.71
2025-12-22,P005,R002,C012,75,3375.0,1959.9
2025-12-22,P005,R003,C009,64,2880.0,1716.67
2025-12-22,P005,R003,C003,43,1935.0,1151.28
2025-12-22,P005,R004,C004,32,1440.0,833.13
2025-12-22,P005,R004,C010,31,1395.0,786.36
2025-12-22,P006,R001,C005,41,4920.0,3169.18
2025-12-22,P006,R001,C001,106,12720.0,8154.81
2025-12-22,P006,R002,C002,36,4320.0,2714.14
2025-12-22,P006,R002,C012,47,5640.0,3503.0
2025-12-22,P006,R002,C006,19,2280.0,1431.67
2025-12-22,P006,R003,C009,48,5760.0,3643.11
2025-12-22,P006,R003,C003,22,2640.0,1631.37
2025-12-22,P006,R004,C010,13,1560.0,1005.75
2025-12-22,P006,R004,C004,25,3000.0,1921.72
2025-12-23,P001,R001,C001,54,20520.0,13792.75
2025-12-23,P001,R001,C007,22,8360.0,5588.5
2025-12-23,P001,R002,C002,16,6080.0,4084.64
2025-12-23,P001,R002,C012,17,6460.0,4461.02
2025-12-23,P001,R003,C009,13,4940.0,3191.06
2025-12-23,P001,R003,C003,12,4560.0,3037.74
2025-12-23,P001,R004,C010,6,2280.0,1632.16
2025-12-23,P001,R004,C004,6,2280.0,1558.69
2025-12-23,P002,R001,C001,249,21165.0,13072.81
2025-12-23,P002,R001,C005,67,5695.0,3334.32
2025-12-23,P002,R001,C007,124,10540.0,6686.96
2025-12-23,P002,R002,C008,42,3570.0,2332.0
2025-12-23,P002,R002,C012,117,9945.0,6551.26
2025-12-23,P002,R002,C006,27,2295.0,1467.3
2025-12-23,P002,R002,C002,107,9095.0,5624.15
2025-12-23,P002,R003,C009,129,10965.0,7084.34
2025-12-23,P002,R003,C003,86,7310.0,4817.73
2025-12-23,P002,R004,C010,33,2805.0,1659.28
2025-12-23,P002,R004,C004,46,3910.0,2325.6
2025-12-23,P003,R001,C007,10,6200.0,4110.19
2025-12-23,P003,R001,C005,5,3100.0,2228.34
2025-12-23,P003,R001,C001,21,13020.0,9221.85
2025-12-23,P003,R002,C008,5,3100.0,2239.96
2025-12-23,P003,R002,C012,11,6820.0,4704.32
2025-12-23,P003,R002,C002,9,5580.0,3785.68
2025-12-23,P003,R003,C003,6,3720.0,2629.96
2025-12-23,P003,R003,C009,10,6200.0,4349.71
2025-12-23,P003,R004,C010,3,1860.0,1362.76
2025-12-23,P003,R004,C004,6,3720.0,2622.03
2025-12-23,P004,R001,C001,62,14880.0,9294.66
2025-12-23,P004,R001,C007,32,7680.0,4705.97
2025-12-23,P004,R002,C008,17,4080.0,2678.0
2025-12-23,P004,R002,C002,35,8400.0,5525.56
2025-12-23,P004,R002,C006,11,2640.0,1667.43
2025-12-23,P004,R003,C003,14,3360.0,2055.48
2025-12-23,P004,R003,C009,19,4560.0,2872.2
2025-12-23,P004,R004,C010,11,2640.0,1703.37
2025-12-23,P004,R004,C004,12,2880.0,1838.22
2025-12-23,P005,R001,C005,26,1170.0,639.51
2025-12-23,P005,R001,C001,74,3330.0,2019.35
2025-12-23,P005,R001,C011,81,3645.0,2037.32
2025-12-23,P005,R001,C007,41,1845.0,1060.97
2025-12-23,P005,R002,C002,96,4320.0,2672.56
2025-12-23,P005,R002,C008,36,1620.0,972.02
2025-12-23,P005,R002,C006,19,855.0,475.09
2025-12-23,P005,R003,C003,53,2385.0,1425.58
2025-12-23,P005,R003,C009,63,2835.0,1586.8
2025-12-23,P005,R004,C004,44,1980.0,1090.79
2025-12-23,P005,R004,C010,20,900.0,540.86
2025-12-23,P006,R001,C011,55,6600.0,4408.54
2025-12-23,P006,R001,C001,79,9480.0,5691.54
2025-12-23,P006,R001,C005,26,3120.0,2070.66
2025-12-23,P006,R002,C012,51,6120.0,3865.74
2025-12-23,P006,R002,C002,41,4920.0,2992.97
2025-12-23,P006,R002,C008,16,1920.0,1295.03
2025-12-23,P006,R003,C003,30,3600.0,2234.92
2025-12-23,P006,R003,C009,29,3480.0,2152.71
2025-12-23,P006,R004,C010,22,2640.0,1615.78
2025-12-23,P006,R004,C004,19,2280.0,1404.73
2025-12-24,P001,R001,C011,21,7980.0,5585.76
2025-12-24,P001,R001,C005,9,3420.0,2406.89
2025-12-24,P001,R001,C007,14,5320.0,3820.9
2025-12-24,P001,R001,C001,22,8360.0,5627.71
2025-12-24,P001,R002,C008,23,8740.0,5865.04
2025-12-24,P001,R002,C006,21,7980.0,5431.22
2025-12-24,P001,R003,C003,15,5700.0,3827.77
2025-12-24,P001,R003,C009,14,5320.0,3593.44
2025-12-24,P001,R004,C010,8,3040.0,2143.88
2025-12-24,P001,R004,C004,10,3800.0,2494.73
2025-12-24,P002,R001,C011,274,23290.0,13817.05
2025-12-24,P002,R001,C005,98,8330.0,5160.6
2025-12-24,P002,R002,C006,43,3655.0,2158.32
2025-12-24,P002,R002,C002,92,7820.0,4692.56
2025-12-24,P002,R002,C012,77,6545.0,4061.14
2025-12-24,P002,R003,C009,92,7820.0,4677.67
2025-12-24,P002,R003,C003,51,4335.0,2808.73
2025-12-24,P002,R004,C004,63,5355.0,3490.53
2025-12-24,P002,R004,C010,57,4845.0,3165.67
2025-12-24,P003,R001,C001,14,8680.0,5923.02
2025-12-24,P003,R001,C005,6,3720.0,2584.05
2025-12-24,P003,R002,C008,7,4340.0,2935.32
2025-12-24,P003,R002,C012,12,7440.0,4933.17
2025-12-24,P003,R002,C006,4,2480.0,1652.4
2025-12-24,P003,R003,C009,9,5580.0,3815.75
2025-12-24,P003,R003,C003,5,3100.0,2202.46
2025-12-24,P003,R004,C010,4,2480.0,1703.75
2025-12-24,P003,R004,C004,3,1860.0,1370.51
2025-12-24,P004,R001,C007,17,4080.0,2582.18
2025-12-24,P004,R001,C001,28,6720.0,4310.5
2025-12-24,P004,R001,C005,13,3120.0,2082.44
2025-12-24,P004,R001,C011,39,9360.0,5928.1
2025-12-24,P004,R002,C006,8,1920.0,1302.9
2025-12-24,P004,R002,C002,24,5760.0,3959.94
2025-12-24,P004,R002,C008,20,4800.0,3044.84
2025-12-24,P004,R003,C003,24,5760.0,3876.37
2025-12-24,P004,R003,C009,24,5760.0,3716.97
2025-12-24,P004,R004,C010,9,2160.0,1343.46
2025-12-24,P004,R004,C004,9,2160.0,1322.53
2025-12-24,P005,R001,C011,200,9000.0,5387.2
2025-12-24,P005,R001,C007,73,3285.0,1876.59
2025-12-24,P005,R002,C006,31,1395.0,760.87
2025-12-24,P005,R002,C012,105,4725.0,2679.28
2025-12-24,P005,R002,C008,56,2520.0,1376.27
2025-12-24,P005,R003,C003,62,2790.0,1562.25
2025-12-24,P005,R003,C009,82,3690.0,2081.91
2025-12-24,P005,R004,C010,31,1395.0,852.89
2025-12-24,P005,R004,C004,37,1665.0,987.36
2025-12-24,P006,R001,C007,87,10440.0,6449.6
2025-12-24,P006,R001,C005,60,7200.0,4857.88
2025-12-24,P006,R002,C012,59,7080.0,4686.52
2025-12-24,P006,R002,C008,26,3120.0,1896.71
2025-12-24,P006,R002,C006,12,1440.0,968.26
2025-12-24,P006,R003,C009,47,5640.0,3565.69
2025-12-24,P006,R003,C003,25,3000.0,1997.65
2025-12-24,P006,R004,C004,21,2520.0,1597.28
2025-12-24,P006,R004,C010,12,1440.0,928.0
2025-12-25,P001,R001,C005,8,3040.0,1999.8
2025-12-25,P001,R001,C007,19,7220.0,5143.63
2025-12-25,P001,R001,C001,24,9120.0,5982.44
2025-12-25,P001,R002,C012,36,13680.0,9446.3
2025-12-25,P001,R002,C006,14,5320.0,3736.31
2025-12-25,P001,R003,C009,15,5700.0,3992.61
2025-12-25,P001,R003,C003,10,3800.0,2629.87
2025-12-25,P001,R004,C004,9,3420.0,2252.62
2025-12-25,P001,R004,C010,6,2280.0,1526.65
2025-12-25,P002,R001,C001,218,18530.0,11487.6
2025-12-25,P002,R001,C005,67,5695.0,3710.51
2025-12-25,P002,R001,C011,202,17170.0,11127.41
2025-12-25,P002,R002,C008,134,11390.0,7219.47
2025-12-25,P002,R002,C006,130,11050.0,6670.26
2025-12-25,P002,R003,C009,91,7735.0,4629.72
2025-12-25,P002,R003,C003,63,5355.0,3290.72
2025-12-25,P002,R004,C010,32,2720.0,1739.5
2025-12-25,P002,R004,C004,42,3570.0,2312.85
2025-12-25,P003,R001,C007,10,6200.0,4503.71
2025-12-25,P003,R001,C011,17,10540.0,7093.3
2025-12-25,P003,R002,C012,5,3100.0,2140.07
2025-12-25,P003,R002,C006,2,1240.0,905.55
2025-12-25,P003,R002,C008,4,2480.0,1773.75
2025-12-25,P003,R002,C002,6,3720.0,2522.67
2025-12-25,P003,R003,C009,7,4340.0,3105.33
2025-12-25,P003,R003,C003,4,2480.0,1728.88
2025-12-25,P003,R004,C010,2,1240.0,849.93
2025-12-25,P003,R004,C004,4,2480.0,1744.83
2025-12-25,P004,R001,C005,14,3360.0,2246.82
2025-12-25,P004,R001,C011,39,9360.0,6181.71
2025-12-25,P004,R001,C001,29,6960.0,4559.05
2025-12-25,P004,R001,C007,24,5760.0,3961.21
2025-12-25,P004,R002,C008,26,6240.0,4162.79
2025-12-25,P004,R002,C002,32,7680.0,4856.48
2025-12-25,P004,R003,C009,23,5520.0,3727.76
2025-12-25,P004,R003,C003,22,5280.0,3252.79
2025-12-25,P004,R004,C010,11,2640.0,1743.45
2025-12-25,P004,R004,C004,9,2160.0,1423.85
2025-12-25,P005,R001,C011,102,4590.0,2585.37
2025-12-25,P005,R001,C007,49,2205.0,1254.8
2025-12-25,P005,R001,C005,28,1260.0,693.8
2025-12-25,P005,R001,C001,60,2700.0,1611.19
2025-12-25,P005,R002,C012,79,3555.0,2013.99
2025-12-25,P005,R002,C002,94,4230.0,2495.65
2025-12-25,P005,R003,C009,61,2745.0,1650.42
2025-12-25,P005,R003,C003,39,1755.0,1087.09
2025-12-25,P005,R004,C004,44,1980.0,1175.77
2025-12-25,P005,R004,C010,32,1440.0,884.15
2025-12-25,P006,R001,C005,59,7080.0,4600.68
2025-12-25,P006,R001,C007,114,13680.0,8863.15
2025-12-25,P006,R002,C002,64,7680.0,4979.7
2025-12-25,P006,R002,C008,24,2880.0,1740.59
2025-12-25,P006,R003,C003,20,2400.0,1591.68
2025-12-25,P006,R003,C009,30,3600.0,2245.77
2025-12-25,P006,R004,C004,18,2160.0,1307.43
2025-12-25,P006,R004,C010,16,1920.0,1197.93
2025-12-26,P001,R001,C007,21,7980.0,5562.29
2025-12-26,P001,R001,C011,43,16340.0,11477.28
2025-12-26,P001,R002,C008,6,2280.0,1620.05
2025-12-26,P001,R002,C012,18,6840.0,4550.29
2025-12-26,P001,R002,C002,16,6080.0,3941.74
2025-12-26,P001,R003,C003,15,5700.0,3897.91
2025-12-26,P001,R003,C009,14,5320.0,3744.21
2025-12-26,P001,R004,C010,9,3420.0,2316.77
2025-12-26,P001,R004,C004,10,3800.0,2608.13
2025-12-26,P002,R001,C007,75,6375.0,4010.67
2025-12-26,P002,R001,C001,177,15045.0,9195.15
2025-12-26,P002,R001,C011,143,12155.0,7604.58
2025-12-26,P002,R001,C005,67,5695.0,3746.35
2025-12-26,P002,R002,C012,106,9010.0,5305.03
2025-12-26,P002,R002,C002,107,9095.0,5350.18
2025-12-26,P002,R002,C008,33,2805.0,1697.61
2025-12-26,P002,R003,C009,128,10880.0,6827.99
2025-12-26,P002,R003,C003,78,6630.0,4330.58
2025-12-26,P002,R004,C004,54,4590.0,2789.45
2025-12-26,P002,R004,C010,50,4250.0,2692.83
2025-12-26,P003,R001,C001,22,13640.0,9432.53
2025-12-26,P003,R001,C005,7,4340.0,3106.6
2025-12-26,P003,R002,C012,13,8060.0,5572.34
2025-12-26,P003,R002,C006,3,1860.0,1332.39
2025-12-26,P003,R002,C008,5,3100.0,2053.37
2025-12-26,P003,R003,C003,6,3720.0,2640.11
2025-12-26,P003,R003,C009,5,3100.0,2207.45
2025-12-26,P003,R004,C010,3,1860.0,1318.61
2025-12-26,P003,R004,C004,3,1860.0,1303.71
2025-12-26,P004,R001,C005,33,7920.0,4981.21
2025-12-26,P004,R001,C001,92,22080.0,13749.97
2025-12-26,P004,R002,C012,20,4800.0,3126.18
2025-12-26,P004,R002,C002,18,4320.0,2673.13
2025-12-26,P004,R002,C008,7,1680.0,1121.22
2025-12-26,P004,R002,C006,7,1680.0,1131.75
2025-12-26,P004,R003,C009,40,9600.0,6380.11
2025-12-26,P004,R003,C003,18,4320.0,2704.1
2025-12-26,P004,R004,C010,8,1920.0,1238.46
2025-12-26,P004,R004,C004,12,2880.0,1982.18
2025-12-26,P005,R001,C001,100,4500.0,2738.66
2025-12-26,P005,R001,C007,36,1620.0,930.79
2025-12-26,P005,R001,C005,24,1080.0,603.26
2025-12-26,P005,R001,C011,106,4770.0,2746.52
2025-12-26,P005,R002,C002,51,2295.0,1272.64
2025-12-26,P005,R002,C008,31,1395.0,846.61
2025-12-26,P005,R002,C012,45,2025.0,1240.29
2025-12-26,P005,R002,C006,13,585.0,329.27
2025-12-26,P005,R003,C009,50,2250.0,1245.61
2025-12-26,P005,R003,C003,36,1620.0,1003.17
2025-12-26,P005,R004,C004,29,1305.0,805.61
2025-12-26,P005,R004,C010,27,1215.0,694.23
2025-12-26,P006,R001,C011,90,10800.0,7338.36
2025-12-26,P006,R001,C001,83,9960.0,6756.69
2025-12-26,P006,R002,C008,41,4920.0,3250.43
2025-12-26,P006,R002,C002,71,8520.0,5759.04
2025-12-26,P006,R003,C009,47,5640.0,3700.42
2025-12-26,P006,R003,C003,37,4440.0,2985.81
2025-12-26,P006,R004,C004,19,2280.0,1505.34
2025-12-26,P006,R004,C010,18,2160.0,1364.72
2025-12-27,P001,R001,C011,15,5700.0,3699.85
2025-12-27,P001,R001,C001,12,4560.0,3101.26
2025-12-27,P001,R001,C007,5,1900.0,1235.85
2025-12-27,P001,R001,C005,5,1900.0,1301.66
2025-12-27,P001,R002,C006,3,1140.0,742.02
2025-12-27,P001,R002,C008,5,1900.0,1237.26
2025-12-27,P001,R002,C012,8,3040.0,1984.18
2025-12-27,P001,R002,C002,10,3800.0,2484.99
2025-12-27,P001,R003,C009,12,4560.0,3168.75
2025-12-27,P001,R003,C003,6,2280.0,1596.15
2025-12-27,P001,R004,C004,6,2280.0,1523.43
2025-12-27,P001,R004,C010,4,1520.0,1031.38
2025-12-27,P002,R001,C001,209,17765.0,10476.62
2025-12-27,P002,R001,C007,119,10115.0,5948.08
2025-12-27,P002,R002,C006,18,1530.0,943.97
2025-12-27,P002,R002,C012,58,4930.0,2947.53
2025-12-27,P002,R002,C002,59,5015.0,3094.54
2025-12-27,P002,R002,C008,22,1870.0,1138.54
2025-12-27,P002,R003,C009,80,6800.0,4406.08
2025-12-27,P002,R003,C003,42,3570.0,2280.24
2025-12-27,P002,R004,C010,22,1870.0,1207.22
2025-12-27,P002,R004,C004,34,2890.0,1716.43
2025-12-27,P003,R001,C001,7,4340.0,2865.52
2025-12-27,P003,R001,C007,4,2480.0,1666.7
2025-12-27,P003,R001,C005,3,1860.0,1234.51
2025-12-27,P003,R002,C002,12,7440.0,5092.3
2025-12-27,P003,R002,C008,4,2480.0,1683.78
2025-12-27,P003,R003,C009,6,3720.0,2695.95
2025-12-27,P003,R003,C003,5,3100.0,2206.51
2025-12-27,P003,R004,C004,2,1240.0,858.82
2025-12-27,P003,R004,C010,2,1240.0,856.12
2025-12-27,P004,R001,C005,10,2400.0,1639.89
2025-12-27,P004,R001,C011,31,7440.0,4695.43
2025-12-27,P004,R001,C007,24,5760.0,3873.12
2025-12-27,P004,R002,C012,15,3600.0,2479.57
2025-12-27,P004,R002,C008,5,1200.0,741.72
2025-12-27,P004,R002,C006,5,1200.0,779.9
2025-12-27,P004,R002,C002,13,3120.0,2124.0
2025-12-27,P004,R003,C009,19,4560.0,2984.96
2025-12-27,P004,R003,C003,9,2160.0,1453.57
2025-12-27,P004,R004,C010,5,1200.0,792.94
2025-12-27,P004,R004,C004,6,1440.0,930.43
2025-12-27,P005,R001,C005,13,585.0,362.36
2025-12-27,P005,R001,C007,31,1395.0,858.59
2025-12-27,P005,R001,C011,39,1755.0,983.17
2025-12-27,P005,R001,C001,60,2700.0,1538.31
2025-12-27,P005,R002,C008,29,1305.0,768.79
2025-12-27,P005,R002,C012,52,2340.0,1403.67
2025-12-27,P005,R002,C002,65,2925.0,1688.57
2025-12-27,P005,R003,C003,31,1395.0,809.61
2025-12-27,P005,R003,C009,45,2025.0,1201.57
2025-12-27,P005,R004,C010,17,765.0,417.72
2025-12-27,P005,R004,C004,25,1125.0,643.08
2025-12-27,P006,R001,C005,13,1560.0,1053.1
2025-12-27,P006,R001,C011,45,5400.0,3523.96
2025-12-27,P006,R001,C001,58,6960.0,4177.71
2025-12-27,P006,R002,C012,47,5640.0,3673.84
2025-12-27,P006,R002,C002,35,4200.0,2724.29
2025-12-27,P006,R003,C003,24,2880.0,1741.98
2025-12-27,P006,R003,C009,30,3600.0,2381.43
2025-12-27,P006,R004,C004,12,1440.0,966.19
2025-12-27,P006,R004,C010,12,1440.0,954.24
2025-12-28,P001,R001,C007,12,4560.0,3217.51
2025-12-28,P001,R001,C001,20,7600.0,5169.11
2025-12-28,P001,R002,C012,6,2280.0,1566.28
2025-12-28,P001,R002,C006,4,1520.0,997.61
2025-12-28,P001,R002,C002,10,3800.0,2605.96
2025-12-28,P001,R002,C008,6,2280.0,1545.08
2025-12-28,P001,R003,C009,14,5320.0,3584.06
2025-12-28,P001,R003,C003,8,3040.0,2147.06
2025-12-28,P001,R004,C010,6,2280.0,1520.09
2025-12-28,P001,R004,C004,4,1520.0,1029.24
2025-12-28,P002,R001,C007,124,10540.0,6523.51
2025-12-28,P002,R001,C011,195,16575.0,10586.57
2025-12-28,P002,R002,C008,70,5950.0,3866.13
2025-12-28,P002,R002,C006,34,2890.0,1719.81
2025-12-28,P002,R002,C012,136,11560.0,7246.88
2025-12-28,P002,R003,C003,71,6035.0,3594.27
2025-12-28,P002,R003,C009,105,8925.0,5527.16
2025-12-28,P002,R004,C010,41,3485.0,2142.65
2025-12-28,P002,R004,C004,37,3145.0,1873.81
2025-12-28,P003,R001,C005,4,2480.0,1754.55
2025-12-28,P003,R001,C011,10,6200.0,4448.34
2025-12-28,P003,R002,C006,1,620.0,436.96
2025-12-28,P003,R002,C012,3,1860.0,1308.34
2025-12-28,P003,R002,C008,3,1860.0,1230.57
2025-12-28,P003,R002,C002,4,2480.0,1819.22
2025-12-28,P003,R003,C003,3,1860.0,1372.66
2025-12-28,P003,R003,C009,4,2480.0,1733.87
2025-12-28,P003,R004,C004,2,1240.0,889.0
2025-12-28,P003,R004,C010,2,1240.0,858.52
2025-12-28,P004,R001,C007,14,3360.0,2313.18
2025-12-28,P004,R001,C005,9,2160.0,1322.84
2025-12-28,P004,R001,C001,26,6240.0,4174.98
2025-12-28,P004,R001,C011,26,6240.0,4220.67
2025-12-28,P004,R002,C012,34,8160.0,5187.4
2025-12-28,P004,R002,C008,11,2640.0,1716.97
2025-12-28,P004,R003,C003,11,2640.0,1716.26
2025-12-28,P004,R003,C009,16,3840.0,2454.12
2025-12-28,P004,R004,C004,7,1680.0,1113.32
2025-12-28,P004,R004,C010,7,1680.0,1031.48
2025-12-28,P005,R001,C007,32,1440.0,831.97
2025-12-28,P005,R001,C005,20,900.0,530.87
2025-12-28,P005,R001,C011,72,3240.0,1864.57
2025-12-28,P005,R001,C001,65,2925.0,1803.5
2025-12-28,P005,R002,C002,33,1485.0,896.82
2025-12-28,P005,R002,C012,59,2655.0,1573.13
2025-12-28,P005,R003,C003,38,1710.0,961.38
2025-12-28,P005,R003,C009,69,3105.0,1881.06
2025-12-28,P005,R004,C010,15,675.0,404.13
2025-12-28,P005,R004,C004,28,1260.0,711.22
2025-12-28,P006,R001,C007,24,2880.0,1753.85
2025-12-28,P006,R001,C001,48,5760.0,3558.71
2025-12-28,P006,R001,C005,11,1320.0,802.06
2025-12-28,P006,R001,C011,36,4320.0,2712.09
2025-12-28,P006,R002,C002,24,2880.0,1887.96
2025-12-28,P006,R002,C012,28,3360.0,2151.04
2025-12-28,P006,R002,C006,7,840.0,552.97
2025-12-28,P006,R003,C009,29,3480.0,2190.22
2025-12-28,P006,R003,C003,17,2040.0,1314.66
2025-12-28,P006,R004,C004,9,1080.0,695.29
2025-12-28,P006,R004,C010,9,1080.0,712.69
2025-12-29,P001,R001,C005,15,5700.0,3748.92
2025-12-29,P001,R001,C001,45,17100.0,10959.58
2025-12-29,P001,R002,C008,13,4940.0,3342.99
2025-12-29,P001,R002,C012,23,8740.0,6113.21
2025-12-29,P001,R003,C003,9,3420.0,2258.1
2025-12-29,P001,R003,C009,23,8740.0,5946.96
2025-12-29,P001,R004,C004,7,2660.0,1780.31
2025-12-29,P001,R004,C010,8,3040.0,2163.86
2025-12-29,P002,R001,C007,58,4930.0,3230.99
2025-12-29,P002,R001,C005,66,5610.0,3264.66
2025-12-29,P002,R001,C011,125,10625.0,6868.39
2025-12-29,P002,R001,C001,165,14025.0,8538.22
2025-12-29,P002,R002,C002,123,10455.0,6406.94
2025-12-29,P002,R002,C012,133,11305.0,7026.86
2025-12-29,P002,R003,C009,97,8245.0,4893.05
2025-12-29,P002,R003,C003,97,8245.0,4920.51
2025-12-29,P002,R004,C004,46,3910.0,2547.45
2025-12-29,P002,R004,C010,30,2550.0,1519.86
2025-12-29,P003,R001,C001,13,8060.0,5777.41
2025-12-29,P003,R001,C011,15,9300.0,6540.07
2025-12-29,P003,R002,C006,5,3100.0,2141.38
2025-12-29,P003,R002,C012,11,6820.0,4608.38
2025-12-29,P003,R002,C008,8,4960.0,3614.73
2025-12-29,P003,R003,C003,5,3100.0,2133.9
2025-12-29,P003,R003,C009,10,6200.0,4234.12
2025-12-29,P003,R004,C004,4,2480.0,1795.64
2025-12-29,P003,R004,C010,4,2480.0,1763.2
2025-12-29,P004,R001,C001,40,9600.0,6069.72
2025-12-29,P004,R001,C007,31,7440.0,4567.02
2025-12-29,P004,R002,C006,14,3360.0,2281.45
2025-12-29,P004,R002,C008,29,6960.0,4797.85
2025-12-29,P004,R003,C003,19,4560.0,2861.47
2025-12-29,P004,R003,C009,25,6000.0,4005.12
2025-12-29,P004,R004,C010,10,2400.0,1527.2
2025-12-29,P004,R004,C004,13,3120.0,2030.57
2025-12-29,P005,R001,C005,34,1530.0,871.15
2025-12-29,P005,R001,C011,122,5490.0,2976.87
2025-12-29,P005,R001,C007,60,2700.0,1645.21
2025-12-29,P005,R001,C001,113,5085.0,2968.11
2025-12-29,P005,R002,C002,77,3465.0,1974.44
2025-12-29,P005,R002,C008,37,1665.0,968.44
2025-12-29,P005,R003,C003,62,2790.0,1726.97
2025-12-29,P005,R003,C009,66,2970.0,1607.86
2025-12-29,P005,R004,C004,30,1350.0,746.86
2025-12-29,P005,R004,C010,28,1260.0,683.92
2025-12-29,P006,R001,C005,17,2040.0,1312.68
2025-12-29,P006,R001,C011,53,6360.0,4123.33
2025-12-29,P006,R001,C007,28,3360.0,2085.66
2025-12-29,P006,R001,C001,31,3720.0,2443.47
2025-12-29,P006,R002,C002,41,4920.0,3336.19
2025-12-29,P006,R002,C008,25,3000.0,2019.36
2025-12-29,P006,R002,C006,12,1440.0,952.5
2025-12-29,P006,R002,C012,48,5760.0,3482.23
2025-12-29,P006,R003,C003,21,2520.0,1582.43
2025-12-29,P006,R003,C009,33,3960.0,2390.32
2025-12-29,P006,R004,C004,19,2280.0,1509.76
2025-12-29,P006,R004,C010,15,1800.0,1206.52
2025-12-30,P001,R001,C007,18,6840.0,4717.74
2025-12-30,P001,R001,C011,41,15580.0,10332.47
2025-12-30,P001,R002,C012,21,7980.0,5663.56
2025-12-30,P001,R002,C008,13,4940.0,3542.91
2025-12-30,P001,R002,C006,7,2660.0,1723.7
2025-12-30,P001,R003,C009,12,4560.0,3251.36
2025-12-30,P001,R003,C003,8,3040.0,2108.35
2025-12-30,P001,R004,C010,5,1900.0,1284.71
2025-12-30,P001,R004,C004,7,2660.0,1806.84
2025-12-30,P002,R001,C011,106,9010.0,5820.11
2025-12-30,P002,R001,C005,42,3570.0,2132.36
2025-12-30,P002,R001,C007,43,3655.0,2378.82
2025-12-30,P002,R001,C001,141,11985.0,7210.34
2025-12-30,P002,R002,C012,155,13175.0,8679.88
2025-12-30,P002,R002,C008,67,5695.0,3394.67
2025-12-30,P002,R003,C009,95,8075.0,4977.48
2025-12-30,P002,R003,C003,72,6120.0,3767.22
2025-12-30,P002,R004,C010,34,2890.0,1861.9
2025-12-30,P002,R004,C004,50,4250.0,2764.77
2025-12-30,P003,R001,C011,14,8680.0,5853.9
2025-12-30,P003,R001,C005,6,3720.0,2519.23
2025-12-30,P003,R001,C001,15,9300.0,6157.88
2025-12-30,P003,R002,C006,5,3100.0,2076.32
2025-12-30,P003,R002,C002,13,8060.0,5783.83
2025-12-30,P003,R003,C003,5,3100.0,2229.79
2025-12-30,P003,R003,C009,10,6200.0,4272.05
2025-12-30,P003,R004,C010,3,1860.0,1357.97
2025-12-30,P003,R004,C004,3,1860.0,1310.99
2025-12-30,P004,R001,C011,37,8880.0,6112.69
2025-12-30,P004,R001,C005,13,3120.0,2134.98
2025-12-30,P004,R001,C007,14,3360.0,2189.5
2025-12-30,P004,R001,C001,35,8400.0,5485.31
2025-12-30,P004,R002,C002,27,6480.0,4103.75
2025-12-30,P004,R002,C008,17,4080.0,2679.39
2025-12-30,P004,R002,C012,19,4560.0,2970.77
2025-12-30,P004,R003,C009,37,8880.0,5542.1
2025-12-30,P004,R003,C003,14,3360.0,2269.4
2025-12-30,P004,R004,C004,8,1920.0,1251.61
2025-12-30,P004,R004,C010,9,2160.0,1488.81
2025-12-30,P005,R001,C005,25,1125.0,661.24
2025-12-30,P005,R001,C007,27,1215.0,690.38
2025-12-30,P005,R001,C011,88,3960.0,2235.16
2025-12-30,P005,R001,C001,54,2430.0,1396.36
