check_date,product_id,line,checked_count,defect_count
2026-01-08,P002,产线1,736,18
2026-01-08,P003,产线2,65,1
2026-01-08,P004,产线2,176,5
2026-01-08,P005,产线3,463,10
2026-01-08,P006,产线3,279,6
2026-01-09,P001,产线1,118,3
2026-01-09,P002,产线1,737,24
2026-01-09,P003,产线2,64,1
2026-01-09,P004,产线2,175,5
2026-01-09,P005,产线3,499,10
2026-01-09,P006,产线3,313,7
2026-01-10,P001,产线1,123,3
2026-01-10,P002,产线1,820,19
2026-01-10,P003,产线2,63,2
2026-01-10,P004,产线2,179,5
2026-01-10,P005,产线3,484,10
2026-01-10,P006,产线3,289,7
2026-01-11,P001,产线1,111,3
2026-01-11,P002,产线1,844,23
2026-01-11,P003,产线2,60,1
2026-01-11,P004,产线2,175,4
2026-01-11,P005,产线3,460,12
2026-01-11,P006,产线3,285,7
2026-01-12,P001,产线1,120,3
2026-01-12,P002,产线1,795,21
2026-01-12,P003,产线2,54,1
2026-01-12,P004,产线2,173,3
2026-01-12,P005,产线3,546,12
2026-01-12,P006,产线3,327,10
2026-01-13,P001,产线1,129,3
2026-01-13,P002,产线1,866,27
2026-01-13,P003,产线2,60,2
2026-01-13,P004,产线2,186,4
2026-01-13,P005,产线3,488,14
2026-01-13,P006,产线3,275,8
2026-01-14,P001,产线1,118,3
2026-01-14,P002,产线1,870,23
2026-01-14,P003,产线2,61,2
2026-01-14,P004,产线2,180,4
2026-01-14,P005,产线3,515,16
2026-01-14,P006,产线3,290,7
2026-01-15,P001,产线1,125,4
2026-01-15,P002,产线1,846,16
2026-01-15,P003,产线2,59,1
2026-01-15,P004,产线2,179,5
2026-01-15,P005,产线3,549,14
2026-01-15,P006,产线3,295,6
2026-01-16,P001,产线1,124,4
2026-01-16,P002,产线1,811,18
2026-01-16,P003,产线2,58,2
2026-01-16,P004,产线2,178,4
2026-01-16,P005,产线3,504,14
2026-01-16,P006,产线3,280,6
2026-01-17,P001,产线1,132,3
2026-01-17,P002,产线1,745,14
2026-01-17,P003,产线2,54,2
2026-01-17,P004,产线2,183,5
2026-01-17,P005,产线3,527,15
2026-01-17,P006,产线3,319,9
2026-01-18,P001,产线1,109,2
2026-01-18,P002,产线1,805,21
2026-01-18,P003,产线2,57,1
2026-01-18,P004,产线2,176,6
2026-01-18,P005,产线3,507,15
2026-01-18,P006,产线3,296,9
2026-01-19,P001,产线1,113,3
2026-01-19,P002,产线1,825,19
2026-01-19,P003,产线2,55,1
2026-01-19,P004,产线2,186,5
2026-01-19,P005,产线3,510,15
2026-01-19,P006,产线3,289,9
2026-01-20,P001,产线1,119,3
2026-01-20,P002,产线1,791,21
2026-01-20,P003,产线2,61,1
2026-01-20,P004,产线2,165,5
2026-01-20,P005,产线3,493,11
2026-01-20,P006,产线3,294,8
2026-01-21,P001,产线1,118,3
2026-01-21,P002,产线1,879,16
2026-01-21,P003,产线2,58,2
2026-01-21,P004,产线2,189,5
2026-01-21,P005,产线3,476,10
2026-01-21,P006,产线3,302,7
2026-01-22,P001,产线1,125,3
2026-01-22,P002,产线1,765,18
2026-01-22,P003,产线2,62,2
2026-01-22,P004,产线2,172,3
2026-01-22,P005,产线3,542,14
2026-01-22,P006,产线3,307,7
2026-01-23,P001,产线1,116,2
2026-01-23,P002,产线1,737,20
2026-01-23,P003,产线2,61,1
2026-01-23,P004,产线2,183,5
2026-01-23,P005,产线3,538,15
2026-01-23,P006,产线3,305,7
2026-01-24,P001,产线1,122,3
2026-01-24,P002,产线1,782,22
2026-01-24,P003,产线2,57,1
2026-01-24,P004,产线2,163,4
2026-01-24,P005,产线3,505,11
2026-01-24,P006,产线3,277,6
2026-01-25,P001,产线1,118,3
2026-01-25,P002,产线1,772,20
2026-01-25,P003,产线2,60,2
2026-01-25,P004,产线2,163,5
2026-01-25,P005,产线3,513,14
2026-01-25,P006,产线3,310,8
2026-01-26,P001,产线1,117,3
2026-01-26,P002,产线1,794,22
2026-01-26,P003,产线2,56,1
2026-01-26,P004,产线2,165,3
2026-01-26,P005,产线3,466,12
2026-01-26,P006,产线3,278,7
2026-01-27,P001,产线1,116,3
2026-01-27,P002,产线1,750,19
2026-01-27,P003,产线2,59,2
2026-01-27,P004,产线2,171,4
2026-01-27,P005,产线3,494,9
2026-01-27,P006,产线3,287,6
2026-01-28,P001,产线1,128,3
2026-01-28,P002,产线1,866,19
2026-01-28,P003,产线2,58,2
2026-01-28,P004,产线2,190,4
2026-01-28,P005,产线3,512,12
2026-01-28,P006,产线3,308,8
2026-01-29,P001,产线1,124,4
2026-01-29,P002,产线1,871,24
2026-01-29,P003,产线2,61,1
2026-01-29,P004,产线2,180,4
2026-01-29,P005,产线3,464,13
2026-01-29,P006,产线3,288,7
2026-01-30,P001,产线1,123,3
2026-01-30,P002,产线1,837,15
2026-01-30,P003,产线2,63,2
2026-01-30,P004,产线2,177,4
2026-01-30,P005,产线3,536,13
2026-01-30,P006,产线3,271,5
2026-01-31,P001,产线1,109,3
2026-01-31,P002,产线1,745,19
2026-01-31,P003,产线2,59,2
2026-01-31,P004,产线2,168,5
2026-01-31,P005,产线3,548,14
2026-01-31,P006,产线3,293,8
2026-02-01,P001,产线1,116,3
2026-02-01,P002,产线1,798,19
2026-02-01,P003,产线2,56,2
2026-02-01,P004,产线2,191,5
2026-02-01,P005,产线3,541,13
2026-02-01,P006,产线3,290,7
2026-02-02,P001,产线1,113,2
2026-02-02,P002,产线1,744,22
2026-02-02,P003,产线2,62,1
2026-02-02,P004,产线2,176,5
2026-02-02,P005,产线3,472,11
2026-02-02,P006,产线3,315,6
2026-02-03,P001,产线1,113,3
2026-02-03,P002,产线1,878,16
2026-02-03,P003,产线2,64,1
2026-02-03,P004,产线2,172,4
2026-02-03,P005,产线3,537,14
2026-02-03,P006,产线3,310,6
2026-02-04,P001,产线1,122,3
2026-02-04,P002,产线1,850,18
2026-02-04,P003,产线2,58,2
2026-02-04,P004,产线2,189,5
2026-02-04,P005,产线3,464,9
2026-02-04,P006,产线3,300,9
2026-02-05,P001,产线1,125,3
2026-02-05,P002,产线1,801,21
2026-02-05,P003,产线2,64,2
2026-02-05,P004,产线2,187,4
2026-02-05,P005,产线3,457,12
2026-02-05,P006,产线3,302,7
2026-02-06,P001,产线1,111,3
2026-02-06,P002,产线1,816,22
2026-02-06,P003,产线2,56,1
2026-02-06,P004,产线2,179,4
2026-02-06,P005,产线3,525,12
2026-02-06,P006,产线3,327,9
2026-02-07,P001,产线1,132,3
2026-02-07,P002,产线1,785,17
2026-02-07,P003,产线2,66,1
2026-02-07,P004,产线2,173,4
2026-02-07,P005,产线3,508,11
2026-02-07,P006,产线3,291,7
2026-02-08,P001,产线1,128,3
2026-02-08,P002,产线1,801,22
2026-02-08,P003,产线2,65,1
2026-02-08,P004,产线2,166,5
2026-02-08,P005,产线3,541,16
2026-02-08,P006,产线3,288,8
2026-02-09,P001,产线1,128,3
2026-02-09,P002,产线1,858,19
2026-02-09,P003,产线2,55,1
2026-02-09,P004,产线2,187,5
2026-02-09,P005,产线3,549,11
2026-02-09,P006,产线3,329,8
2026-02-10,P001,产线1,115,3
2026-02-10,P002,产线1,793,17
2026-02-10,P003,产线2,57,1
2026-02-10,P004,产线2,168,4
2026-02-10,P005,产线3,507,12
2026-02-10,P006,产线3,325,10
2026-02-11,P001,产线1,129,3
2026-02-11,P002,产线1,792,17
2026-02-11,P003,产线2,57,1
2026-02-11,P004,产线2,191,4
2026-02-11,P005,产线3,546,13
2026-02-11,P006,产线3,314,8
2026-02-12,P001,产线1,111,3
2026-02-12,P002,产线1,730,21
2026-02-12,P003,产线2,59,2
2026-02-12,P004,产线2,180,5
2026-02-12,P005,产线3,483,12
2026-02-12,P006,产线3,314,9
2026-02-13,P001,产线1,112,3
2026-02-13,P002,产线1,800,21
2026-02-13,P003,产线2,66,1
2026-02-13,P004,产线2,188,5
2026-02-13,P005,产线3,518,11
2026-02-13,P006,产线3,311,7
2026-02-14,P001,产线1,124,2
2026-02-14,P002,产线1,868,17
2026-02-14,P003,产线2,63,2
2026-02-14,P004,产线2,170,4
2026-02-14,P005,产线3,526,15
2026-02-14,P006,产线3,316,9
2026-02-15,P001,产线1,131,3
2026-02-15,P002,产线1,756,26
2026-02-15,P003,产线2,62,2
2026-02-15,P004,产线2,195,6
2026-02-15,P005,产线3,532,17
2026-02-15,P006,产线3,300,7
2026-02-16,P001,产线1,128,3
2026-02-16,P002,产线1,773,20
2026-02-16,P003,产线2,65,2
2026-02-16,P004,产线2,162,4
2026-02-16,P005,产线3,526,16
2026-02-16,P006,产线3,327,7
2026-02-17,P001,产线1,128,4
2026-02-17,P002,产线1,797,18
2026-02-17,P003,产线2,54,2
2026-02-17,P004,产线2,191,5
2026-02-17,P005,产线3,453,10
2026-02-17,P006,产线3,290,8
2026-02-18,P001,产线1,129,3
2026-02-18,P002,产线1,834,17
2026-02-18,P003,产线2,59,2
2026-02-18,P004,产线2,193,5
2026-02-18,P005,产线3,511,9
2026-02-18,P006,产线3,285,8
2026-02-19,P001,产线1,118,3
2026-02-19,P002,产线1,875,24
2026-02-19,P003,产线2,63,2
2026-02-19,P004,产线2,168,4
2026-02-19,P005,产线3,535,12
2026-02-19,P006,产线3,326,7
2026-02-20,P001,产线1,126,3
2026-02-20,P002,产线1,867,19
2026-02-20,P003,产线2,57,1
2026-02-20,P004,产线2,181,4
2026-02-20,P005,产线3,455,11
2026-02-20,P006,产线3,296,6
2026-02-21,P001,产线1,118,3
2026-02-21,P002,产线1,853,21
2026-02-21,P003,产线2,58,1
2026-02-21,P004,产线2,195,5
2026-02-21,P005,产线3,452,15
2026-02-21,P006,产线3,306,7
2026-02-22,P001,产线1,131,3
2026-02-22,P002,产线1,778,19
2026-02-22,P003,产线2,59,1
2026-02-22,P004,产线2,173,3
2026-02-22,P005,产线3,456,15
2026-02-22,P006,产线3,315,9
2026-02-23,P001,产线1,130,3
2026-02-23,P002,产线1,804,23
2026-02-23,P003,产线2,62,1
2026-02-23,P004,产线2,192,6
2026-02-23,P005,产线3,484,11
2026-02-23,P006,产线3,311,9
2026-02-24,P001,产线1,113,3
2026-02-24,P002,产线1,842,21
2026-02-24,P003,产线2,56,1
2026-02-24,P004,产线2,197,5
2026-02-24,P005,产线3,540,17
2026-02-24,P006,产线3,303,8
2026-02-25,P001,产线1,117,3
2026-02-25,P002,产线1,838,23
2026-02-25,P003,产线2,54,1
2026-02-25,P004,产线2,196,5
2026-02-25,P005,产线3,466,10
2026-02-25,P006,产线3,326,11
2026-02-26,P001,产线1,126,3
2026-02-26,P002,产线1,767,24
2026-02-26,P003,产线2,64,2
2026-02-26,P004,产线2,163,4
2026-02-26,P005,产线3,544,17
2026-02-26,P006,产线3,310,8
2026-02-27,P001,产线1,120,3
2026-02-27,P002,产线1,823,24
2026-02-27,P003,产线2,56,1
2026-02-27,P004,产线2,193,5
2026-02-27,P005,产线3,468,13
2026-02-27,P006,产线3,326,7
2026-02-28,P001,产线1,125,3
2026-02-28,P002,产线1,741,19
2026-02-28,P003,产线2,59,1
2026-02-28,P004,产线2,176,5
2026-02-28,P005,产线3,530,13
2026-02-28,P006,产线3,272,6
2026-03-01,P001,产线1,115,3
2026-03-01,P002,产线1,738,19
2026-03-01,P003,产线2,56,1
2026-03-01,P004,产线2,173,4
2026-03-01,P005,产线3,543,14
2026-03-01,P006,产线3,305,38
2026-03-02,P001,产线1,115,4
2026-03-02,P002,产线1,788,21
2026-03-02,P003,产线2,57,1
2026-03-02,P004,产线2,191,4
2026-03-02,P005,产线3,457,15
2026-03-02,P006,产线3,308,34
2026-03-03,P001,产线1,120,4
2026-03-03,P002,产线1,845,26
2026-03-03,P003,产线2,59,1
2026-03-03,P004,产线2,174,5
2026-03-03,P005,产线3,507,11
2026-03-03,P006,产线3,315,38
2026-03-04,P001,产线1,113,3
2026-03-04,P002,产线1,740,21
2026-03-04,P003,产线2,66,2
2026-03-04,P004,产线2,170,5
2026-03-04,P005,产线3,480,11
2026-03-04,P006,产线3,326,33
2026-03-05,P001,产线1,113,3
2026-03-05,P002,产线1,767,21
2026-03-05,P003,产线2,55,1
2026-03-05,P004,产线2,163,4
2026-03-05,P005,产线3,510,12
2026-03-05,P006,产线3,306,33
2026-03-06,P001,产线1,117,3
2026-03-06,P002,产线1,780,23
2026-03-06,P003,产线2,59,1
2026-03-06,P004,产线2,163,4
2026-03-06,P005,产线3,507,11
2026-03-06,P006,产线3,290,40
2026-03-07,P001,产线1,117,3
2026-03-07,P002,产线1,732,15
2026-03-07,P003,产线2,65,2
2026-03-07,P004,产线2,174,6
2026-03-07,P005,产线3,474,10
2026-03-07,P006,产线3,286,36
2026-03-08,P001,产线1,125,2
2026-03-08,P002,产线1,782,21
2026-03-08,P003,产线2,54,1
2026-03-08,P004,产线2,185,5
2026-03-08,P005,产线3,453,11
2026-03-08,P006,产线3,279,30
2026-03-09,P001,产线1,111,3
2026-03-09,P002,产线1,802,21
2026-03-09,P003,产线2,56,1
2026-03-09,P004,产线2,167,4
2026-03-09,P005,产线3,452,12
2026-03-09,P006,产线3,292,35
2026-03-10,P001,产线1,122,3
2026-03-10,P002,产线1,809,19
2026-03-10,P003,产线2,56,1
2026-03-10,P004,产线2,162,3
2026-03-10,P005,产线3,503,12
2026-03-10,P006,产线3,271,22
2026-03-11,P001,产线1,114,3
2026-03-11,P002,产线1,781,16
2026-03-11,P003,产线2,66,1
2026-03-11,P004,产线2,191,4
2026-03-11,P005,产线3,548,12
2026-03-11,P006,产线3,278,24
2026-03-12,P001,产线1,112,2
2026-03-12,P002,产线1,737,15
2026-03-12,P003,产线2,64,2
2026-03-12,P004,产线2,169,4
2026-03-12,P005,产线3,528,14
2026-03-12,P006,产线3,292,25
2026-03-13,P001,产线1,121,3
2026-03-13,P002,产线1,854,26
2026-03-13,P003,产线2,61,2
2026-03-13,P004,产线2,162,4
2026-03-13,P005,产线3,460,12
2026-03-13,P006,产线3,320,33
2026-03-14,P001,产线1,109,2
2026-03-14,P002,产线1,733,17
2026-03-14,P003,产线2,62,2
2026-03-14,P004,产线2,185,4
2026-03-14,P005,产线3,456,13
2026-03-14,P006,产线3,273,28
2026-03-15,P001,产线1,124,3
2026-03-15,P002,产线1,742,17
2026-03-15,P003,产线2,58,1
2026-03-15,P004,产线2,169,5
2026-03-15,P005,产线3,452,9
2026-03-15,P006,产线3,289,37
2026-03-16,P001,产线1,109,3
2026-03-16,P002,产线1,878,26
2026-03-16,P003,产线2,57,1
2026-03-16,P004,产线2,189,6
2026-03-16,P005,产线3,471,13
2026-03-16,P006,产线3,281,28
2026-03-17,P001,产线1,120,2
2026-03-17,P002,产线1,723,19
2026-03-17,P003,产线2,54,2
2026-03-17,P004,产线2,168,3
2026-03-17,P005,产线3,499,12
2026-03-17,P006,产线3,291,38
2026-03-18,P001,产线1,120,3
2026-03-18,P002,产线1,865,23
2026-03-18,P003,产线2,62,2
2026-03-18,P004,产线2,164,3
2026-03-18,P005,产线3,454,11
2026-03-18,P006,产线3,327,35
2026-03-19,P001,产线1,117,2
2026-03-19,P002,产线1,789,19
2026-03-19,P003,产线2,55,1
2026-03-19,P004,产线2,175,4
2026-03-19,P005,产线3,504,14
2026-03-19,P006,产线3,281,29
2026-03-20,P001,产线1,110,3
2026-03-20,P002,产线1,837,19
2026-03-20,P003,产线2,63,2
2026-03-20,P004,产线2,171,4
2026-03-20,P005,产线3,520,10
2026-03-20,P006,产线3,278,29
2026-03-21,P001,产线1,124,3
2026-03-21,P002,产线1,849,24
2026-03-21,P003,产线2,62,1
2026-03-21,P004,产线2,185,5
2026-03-21,P005,产线3,504,13
2026-03-21,P006,产线3,276,30
2026-03-22,P001,产线1,130,3
2026-03-22,P002,产线1,869,22
2026-03-22,P003,产线2,61,1
2026-03-22,P004,产线2,184,4
2026-03-22,P005,产线3,480,10
2026-03-22,P006,产线3,319,31
2026-03-23,P001,产线1,130,3
2026-03-23,P002,产线1,831,17
2026-03-23,P003,产线2,57,2
2026-03-23,P004,产线2,184,4
2026-03-23,P005,产线3,503,12
2026-03-23,P006,产线3,300,40
2026-03-24,P001,产线1,129,3
2026-03-24,P002,产线1,820,16
2026-03-24,P003,产线2,57,2
2026-03-24,P004,产线2,185,4
2026-03-24,P005,产线3,539,13
2026-03-24,P006,产线3,279,38
2026-03-25,P001,产线1,128,3
2026-03-25,P002,产线1,818,20
2026-03-25,P003,产线2,59,1
2026-03-25,P004,产线2,194,4
2026-03-25,P005,产线3,536,10
2026-03-25,P006,产线3,287,24
2026-03-26,P001,产线1,124,3
2026-03-26,P002,产线1,766,21
2026-03-26,P003,产线2,59,1
2026-03-26,P004,产线2,189,4
2026-03-26,P005,产线3,530,13
2026-03-26,P006,产线3,300,29
2026-03-27,P001,产线1,127,3
2026-03-27,P002,产线1,750,17
2026-03-27,P003,产线2,65,1
2026-03-27,P004,产线2,185,5
2026-03-27,P005,产线3,460,11
2026-03-27,P006,产线3,326,41
2026-03-28,P001,产线1,123,3
2026-03-28,P002,产线1,721,20
2026-03-28,P003,产线2,55,1
2026-03-28,P004,产线2,193,5
2026-03-28,P005,产线3,481,12
2026-03-28,P006,产线3,327,34
2026-03-29,P001,产线1,122,3
2026-03-29,P002,产线1,820,19
2026-03-29,P003,产线2,61,1
2026-03-29,P004,产线2,197,6
2026-03-29,P005,产线3,544,15
2026-03-29,P006,产线3,278,32
2026-03-30,P001,产线1,128,3
2026-03-30,P002,产线1,782,19
2026-03-30,P003,产线2,60,1
2026-03-30,P004,产线2,171,5
2026-03-30,P005,产线3,465,12
2026-03-30,P006,产线3,280,33
2026-03-31,P001,产线1,117,3
2026-03-31,P002,产线1,769,17
2026-03-31,P003,产线2,62,1
2026-03-31,P004,产线2,164,3
2026-03-31,P005,产线3,497,14
2026-03-31,P006,产线3,273,34
2026-04-01,P001,产线1,122,3
2026-04-01,P002,产线1,744,18
2026-04-01,P003,产线2,54,1
2026-04-01,P004,产线2,191,4
2026-04-01,P005,产线3,547,13
2026-04-01,P006,产线3,284,26
2026-04-02,P001,产线1,116,2
2026-04-02,P002,产线1,868,22
2026-04-02,P003,产线2,62,2
2026-04-02,P004,产线2,175,4
2026-04-02,P005,产线3,514,12
2026-04-02,P006,产线3,299,38
2026-04-03,P001,产线1,122,3
2026-04-03,P002,产线1,780,22
2026-04-03,P003,产线2,66,2
2026-04-03,P004,产线2,191,5
2026-04-03,P005,产线3,546,13
2026-04-03,P006,产线3,271,30
2026-04-04,P001,产线1,115,3
2026-04-04,P002,产线1,826,16
2026-04-04,P003,产线2,62,1
2026-04-04,P004,产线2,171,4
2026-04-04,P005,产线3,503,15
2026-04-04,P006,产线3,310,31
2026-04-05,P001,产线1,114,3
2026-04-05,P002,产线1,837,17
2026-04-05,P003,产线2,59,1
2026-04-05,P004,产线2,165,4
2026-04-05,P005,产线3,516,11
2026-04-05,P006,产线3,290,24
2026-04-06,P001,产线1,122,3
2026-04-06,P002,产线1,747,16
2026-04-06,P003,产线2,58,1
2026-04-06,P004,产线2,164,5
2026-04-06,P005,产线3,503,13
2026-04-06,P006,产线3,298,32
2026-04-07,P001,产线1,118,3
2026-04-07,P002,产线1,814,23
2026-04-07,P003,产线2,59,2
2026-04-07,P004,产线2,164,5
2026-04-07,P005,产线3,533,12
2026-04-07,P006,产线3,295,30
2026-04-08,P001,产线1,112,3
2026-04-08,P002,产线1,771,18
2026-04-08,P003,产线2,57,2
2026-04-08,P004,产线2,180,5
2026-04-08,P005,产线3,467,12
2026-04-08,P006,产线3,275,30
2026-04-09,P001,产线1,128,3
2026-04-09,P002,产线1,773,20
2026-04-09,P003,产线2,57,2
2026-04-09,P004,产线2,189,4
2026-04-09,P005,产线3,526,17
2026-04-09,P006,产线3,284,30
2026-04-10,P001,产线1,126,3
2026-04-10,P002,产线1,721,20
2026-04-10,P003,产线2,61,1
2026-04-10,P004,产线2,182,6
2026-04-10,P005,产线3,504,10
2026-04-10,P006,产线3,292,27
2026-04-11,P001,产线1,117,3
2026-04-11,P002,产线1,786,26
2026-04-11,P003,产线2,59,1
2026-04-11,P004,产线2,174,5
2026-04-11,P005,产线3,491,12
2026-04-11,P006,产线3,278,32
2026-04-12,P001,产线1,131,4
2026-04-12,P002,产线1,864,23
2026-04-12,P003,产线2,59,1
2026-04-12,P004,产线2,177,5
2026-04-12,P005,产线3,536,13
2026-04-12,P006,产线3,314,29
2026-04-13,P001,产线1,129,4
2026-04-13,P002,产线1,791,22
2026-04-13,P003,产线2,63,2
2026-04-13,P004,产线2,167,5
2026-04-13,P005,产线3,475,12
2026-04-13,P006,产线3,321,36
2026-04-14,P001,产线1,109,3
2026-04-14,P002,产线1,770,24
2026-04-14,P003,产线2,63,2
2026-04-14,P004,产线2,191,5
2026-04-14,P005,产线3,518,11
2026-04-14,P006,产线3,278,29
2026-04-15,P001,产线1,115,3
2026-04-15,P002,产线1,851,21
2026-04-15,P003,产线2,59,1
2026-04-15,P004,产线2,169,4
2026-04-15,P005,产线3,548,16
2026-04-15,P006,产线3,283,37
2026-04-16,P001,产线1,120,3
2026-04-16,P002,产线1,847,22
2026-04-16,P003,产线2,55,1
2026-04-16,P004,产线2,186,6
2026-04-16,P005,产线3,477,12
2026-04-16,P006,产线3,298,30
2026-04-17,P001,产线1,131,4
2026-04-17,P002,产线1,781,19
2026-04-17,P003,产线2,63,1
2026-04-17,P004,产线2,178,5
2026-04-17,P005,产线3,543,10
2026-04-17,P006,产线3,280,27
2026-04-18,P001,产线1,120,3
2026-04-18,P002,产线1,774,23
2026-04-18,P003,产线2,59,1
2026-04-18,P004,产线2,183,6
2026-04-18,P005,产线3,526,15
2026-04-18,P006,产线3,297,25
2026-04-19,P001,产线1,114,3
2026-04-19,P002,产线1,780,17
2026-04-19,P003,产线2,60,2
2026-04-19,P004,产线2,197,5
2026-04-19,P005,产线3,512,12
2026-04-19,P006,产线3,283,24
2026-04-20,P001,产线1,109,2
2026-04-20,P002,产线1,732,16
2026-04-20,P003,产线2,63,2
2026-04-20,P004,产线2,196,5
2026-04-20,P005,产线3,487,12
2026-04-20,P006,产线3,311,28
2026-04-21,P001,产线1,130,4
2026-04-21,P002,产线1,871,25
2026-04-21,P003,产线2,59,2
2026-04-21,P004,产线2,180,4
2026-04-21,P005,产线3,522,14
2026-04-21,P006,产线3,301,38
2026-04-22,P001,产线1,112,3
2026-04-22,P002,产线1,762,17
2026-04-22,P003,产线2,58,2
2026-04-22,P004,产线2,166,5
2026-04-22,P005,产线3,505,15
2026-04-22,P006,产线3,325,36
2026-04-23,P001,产线1,111,2
2026-04-23,P002,产线1,813,21
2026-04-23,P003,产线2,61,2
2026-04-23,P004,产线2,186,4
2026-04-23,P005,产线3,490,10
2026-04-23,P006,产线3,306,34
2026-04-24,P001,产线1,132,3
2026-04-24,P002,产线1,745,19
2026-04-24,P003,产线2,65,2
2026-04-24,P004,产线2,186,5
2026-04-24,P005,产线3,491,12
2026-04-24,P006,产线3,271,26
2026-04-25,P001,产线1,116,3
2026-04-25,P002,产线1,844,19
2026-04-25,P003,产线2,62,1
2026-04-25,P004,产线2,172,4
2026-04-25,P005,产线3,512,12
2026-04-25,P006,产线3,272,30
2026-04-26,P001,产线1,118,3
2026-04-26,P002,产线1,768,17
2026-04-26,P003,产线2,65,2
2026-04-26,P004,产线2,187,4
2026-04-26,P005,产线3,477,14
2026-04-26,P006,产线3,272,31
2026-04-27,P001,产线1,110,3
2026-04-27,P002,产线1,834,17
2026-04-27,P003,产线2,55,1
2026-04-27,P004,产线2,194,5
2026-04-27,P005,产线3,474,12
2026-04-27,P006,产线3,314,40
2026-04-28,P001,产线1,121,4
2026-04-28,P002,产线1,775,18
2026-04-28,P003,产线2,60,1
2026-04-28,P004,产线2,174,4
2026-04-28,P005,产线3,519,14
2026-04-28,P006,产线3,291,37
2026-04-29,P001,产线1,127,3
2026-04-29,P002,产线1,877,19
2026-04-29,P003,产线2,61,1
2026-04-29,P004,产线2,195,6
2026-04-29,P005,产线3,505,12
2026-04-29,P006,产线3,321,33
2026-04-30,P001,产线1,119,3
2026-04-30,P002,产线1,782,21
2026-04-30,P003,产线2,56,1
2026-04-30,P004,产线2,188,5
2026-04-30,P005,产线3,496,11
2026-04-30,P006,产线3,327,30
2026-05-01,P001,产线1,122,3
2026-05-01,P002,产线1,726,16
2026-05-01,P003,产线2,57,1
2026-05-01,P004,产线2,193,5
2026-05-01,P005,产线3,517,14
2026-05-01,P006,产线3,271,27
2026-05-02,P001,产线1,129,3
2026-05-02,P002,产线1,812,17
2026-05-02,P003,产线2,55,1
2026-05-02,P004,产线2,187,5
2026-05-02,P005,产线3,457,12
2026-05-02,P006,产线3,297,30
2026-05-03,P001,产线1,111,3
2026-05-03,P002,产线1,764,20
2026-05-03,P003,产线2,54,1
2026-05-03,P004,产线2,167,4
2026-05-03,P005,产线3,482,11
2026-05-03,P006,产线3,305,36
2026-05-04,P001,产线1,126,3
2026-05-04,P002,产线1,834,15
2026-05-04,P003,产线2,64,2
2026-05-04,P004,产线2,178,4
2026-05-04,P005,产线3,483,14
2026-05-04,P006,产线3,274,33
2026-05-05,P001,产线1,129,3
2026-05-05,P002,产线1,782,24
2026-05-05,P003,产线2,57,2
2026-05-05,P004,产线2,194,6
2026-05-05,P005,产线3,550,12
2026-05-05,P006,产线3,326,40
2026-05-06,P001,产线1,126,3
2026-05-06,P002,产线1,789,22
2026-05-06,P003,产线2,59,2
2026-05-06,P004,产线2,177,4
2026-05-06,P005,产线3,537,11
2026-05-06,P006,产线3,318,42
2026-05-07,P001,产线1,128,3
2026-05-07,P002,产线1,757,16
2026-05-07,P003,产线2,60,1
2026-05-07,P004,产线2,190,5
2026-05-07,P005,产线3,531,15
2026-05-07,P006,产线3,320,32
2026-05-08,P001,产线1,130,4
2026-05-08,P002,产线1,764,14
2026-05-08,P003,产线2,62,1
2026-05-08,P004,产线2,189,4
2026-05-08,P005,产线3,491,14
2026-05-08,P006,产线3,292,31
2026-05-09,P001,产线1,110,3
2026-05-09,P002,产线1,879,16
2026-05-09,P003,产线2,57,1
2026-05-09,P004,产线2,190,4
2026-05-09,P005,产线3,545,12
2026-05-09,P006,产线3,295,34
2026-05-10,P001,产线1,130,4
2026-05-10,P002,产线1,730,19
2026-05-10,P003,产线2,55,1
2026-05-10,P004,产线2,178,5
2026-05-10,P005,产线3,468,10
2026-05-10,P006,产线3,286,35
2026-05-11,P001,产线1,116,4
2026-05-11,P002,产线1,861,26
2026-05-11,P003,产线2,62,2
2026-05-11,P004,产线2,178,5
2026-05-11,P005,产线3,475,13
2026-05-11,P006,产线3,306,29
2026-05-12,P001,产线1,110,3
2026-05-12,P002,产线1,805,17
2026-05-12,P003,产线2,65,2
2026-05-12,P004,产线2,193,4
2026-05-12,P005,产线3,469,15
2026-05-12,P006,产线3,283,31
2026-05-13,P001,产线1,128,4
2026-05-13,P002,产线1,785,17
2026-05-13,P003,产线2,58,2
2026-05-13,P004,产线2,165,4
2026-05-13,P005,产线3,535,14
2026-05-13,P006,产线3,309,26
2026-05-14,P001,产线1,126,4
2026-05-14,P002,产线1,853,23
2026-05-14,P003,产线2,65,2
2026-05-14,P004,产线2,177,5
2026-05-14,P005,产线3,500,14
2026-05-14,P006,产线3,283,30
2026-05-15,P001,产线1,121,4
2026-05-15,P002,产线1,818,21
2026-05-15,P003,产线2,58,2
2026-05-15,P004,产线2,197,4
2026-05-15,P005,产线3,548,12
2026-05-15,P006,产线3,315,36
2026-05-16,P001,产线1,124,3
2026-05-16,P002,产线1,789,23
2026-05-16,P003,产线2,61,2
2026-05-16,P004,产线2,189,5
2026-05-16,P005,产线3,476,14
2026-05-16,P006,产线3,272,33
2026-05-17,P001,产线1,109,2
2026-05-17,P002,产线1,773,24
2026-05-17,P003,产线2,56,1
